time,x,y,theta
0.01,0.00340505177155137,0.0344600640237331,NaN
0.02,0.00337304174900055,0.0344118252396584,NaN
0.03,0.00333399302326143,0.034431129693985,NaN
0.04,0.00334895309060812,0.0344722718000412,NaN
0.05,0.00335678504779935,0.0344593077898026,NaN
0.06,0.00333088124170899,0.0344043895602226,NaN
0.07,0.00338071421720088,0.0344438105821609,NaN
0.08,0.00340400682762265,0.0344505235552788,NaN
0.09,0.00339904730208218,0.0344248302280903,NaN
0.1,0.00333582260645926,0.0344092175364494,-0.0135025985415639
0.11,0.00338348909281194,0.0344253778457642,-0.0134840979102822
0.12,0.00340141169726849,0.034423828125,-0.0134775292333819
0.13,0.00335869938135147,0.0344189070165157,-0.013493460761669
0.14,0.00333241443149745,0.0344213657081127,-0.0134993088663619
0.15,0.00336127146147192,0.0344523228704929,-0.0134872457338203
0.16,0.00336467893794179,0.0344400107860565,-0.013488553393784
0.17,0.00335372262634337,0.0344348773360252,-0.0134964855001197
0.18,0.00339487218298018,0.0344551019370556,-0.0134863116364107
0.19,0.00336474133655429,0.0344745330512524,-0.0134643128920319
0.2,0.00329848332330585,0.0344652235507965,-0.0134403037626417
0.21,0.00341109116561711,0.0344237796962261,-0.0134583515932727
0.22,0.00343692419119179,0.034465916454792,-0.0134570612581308
0.23,0.00331877241842449,0.0344759076833725,-0.0134475066690468
0.24,0.00334039027802646,0.0344347506761551,-0.0134418719871885
0.25,0.00336021045222878,0.0343772768974304,-0.0134515561189713
0.26,0.00334864459000528,0.0344772450625896,-0.0134457748471697
0.27,0.00334401871077716,0.0345158837735653,-0.0134300710458558
0.28,0.0033768794964999,0.0344354696571827,-0.0134322051355209
0.29,0.0033811847679317,0.0344814322888851,-0.0134424748818896
0.3,0.00338961603119969,0.034420158714056,-0.0134567231718975
0.31,0.00340419914573431,0.034413643181324,-0.0134548186868676
0.32,0.00332603533752263,0.0344484150409698,-0.0134671821107753
0.33,0.00334589905105531,0.0344786234200001,-0.0134691297085728
0.34,0.00335164903663099,0.0344635024666786,-0.0134766508541785
0.35,0.0033748378045857,0.0344251282513142,-0.0134802794268109
0.36,0.0033896928653121,0.034430768340826,-0.013501008704917
0.37,0.00336001277901232,0.034454483538866,-0.0135156083743506
0.38,0.00337404827587306,0.0344626903533936,-0.0135177121375031
0.39,0.00329989776946604,0.0344312861561775,-0.0135166496388477
0.4,0.00337440869770944,0.0344273820519447,-0.0135113645757037
0.41,0.00340201100334525,0.0344428867101669,-0.0135074055614612
0.42,0.00333068869076669,0.0344398282468319,-0.0135083925985517
0.43,0.00332425511442125,0.0344372950494289,-0.0135078069689717
0.44,0.00339617603458464,0.0344538949429989,-0.0134956827294435
0.45,0.00338706886395812,0.0344269573688507,-0.0134690568851208
0.46,0.00337945995852351,0.0344305485486984,-0.0134539127698551
0.47,0.00333347381092608,0.0344210229814053,-0.0134562523300038
0.48,0.00340622174553573,0.0344429984688759,-0.0134482943197182
0.49,0.00335888518020511,0.0344447828829288,-0.0134408786992589
0.5,0.0033325485419482,0.0344406291842461,-0.0134396082075582
0.51,0.00342842168174684,0.0344676710665226,-0.0134534498200943
0.52,0.00340071250684559,0.0344478376209736,-0.0134577026938436
0.53,0.00332886283285916,0.0344227701425552,-0.013455230356108
0.54,0.00332627515308559,0.0344197228550911,-0.0134586581656517
0.55,0.00336245237849653,0.0344211347401142,-0.0134756002645529
0.56,0.00336437043733895,0.0344495065510273,-0.0134891043994551
0.57,0.00329685700125992,0.0344830676913261,-0.0134904179390247
0.58,0.00332899135537446,0.0344561561942101,-0.0134998586653044
0.59,0.00342812342569232,0.0344135574996471,-0.0135125238858018
0.6,0.00339008518494666,0.0344261489808559,-0.0135113662184813
0.61,0.00334196607582271,0.0344759561121464,-0.0135109810490707
0.62,0.00338521460071206,0.0344262458384037,-0.0135113043813626
0.63,0.00343039259314537,0.0344100408256054,-0.0135178223748406
0.64,0.00334670441225171,0.0344228111207485,-0.0135251183630896
0.65,0.00333477579988539,0.0344366207718849,-0.0135166839959675
0.66,0.0034138890914619,0.0344285219907761,-0.0135107538974685
0.67,0.00340586248785257,0.0344033688306808,-0.0135109604375205
0.68,0.00333416555076838,0.0344291217625141,-0.0135120474430801
0.69,0.00331674888730049,0.0344727523624897,-0.013500551671044
0.7,0.00332844350486994,0.0344531163573265,-0.0135085576153045
0.71,0.003407530952245,0.0344470515847206,-0.0135055509571255
0.72,0.00335109536536038,0.0344642996788025,-0.0134905963312614
0.73,0.00329239992424846,0.0344499498605728,-0.0134865975543266
0.74,0.00337318610399961,0.0344141870737076,-0.0134865962055624
0.75,0.0034268933814019,0.0344132520258427,-0.0134981741886057
0.76,0.00332792545668781,0.034462321549654,-0.0134924945800826
0.77,0.00332871521823108,0.0344329588115215,-0.0134958389374264
0.78,0.00341273518279195,0.0344007834792137,-0.0135102756460911
0.79,0.00337633537128568,0.0344077423214912,-0.0135241818600885
0.8,0.00335392123088241,0.0344665683805943,-0.0135083194277564
0.81,0.00339067168533802,0.0344308167695999,-0.0135061589389639
0.82,0.00340152415446937,0.0343976803123951,-0.0135231420923515
0.83,0.0033578488510102,0.0344402156770229,-0.0135229160088765
0.84,0.00329585652798414,0.0344809517264366,-0.0135183946109775
0.85,0.0033361695241183,0.0344696193933487,-0.0135230187066863
0.86,0.00339204212650657,0.0344050526618958,-0.0135289660230966
0.87,0.00330795836634934,0.0344413332641125,-0.0135142658389593
0.88,0.00325936102308333,0.0344432927668095,-0.0134984045457154
0.89,0.0033774352632463,0.0344247333705425,-0.0134866551881076
0.9,0.00343167036771774,0.0344293899834156,-0.0135002134240541
0.91,0.00328794796951115,0.034443311393261,-0.01349822246327
0.92,0.00333060533739626,0.0344453677535057,-0.0134829331559674
0.93,0.00343094137497246,0.0344696827232838,-0.0134853128646805
0.94,0.00339100556448102,0.0344570800662041,-0.0134887947822829
0.95,0.00332857039757073,0.0344291925430298,-0.0134880087039084
0.96,0.00342004047706723,0.0344959534704685,-0.0134805273796439
0.97,0.00340886204503477,0.0344827100634575,-0.0134848834939716
0.98,0.00333079905249178,0.0344161987304688,-0.0134794187333953
0.99,0.00327698979526758,0.0343817733228207,-0.0134692758369921
1,0.00335439387708902,0.0344370603561401,-0.0134650943211239
1.01,0.00339054642245173,0.0344564355909824,-0.0134853574818384
1.02,0.00327854906208813,0.0343845523893833,-0.0134890317280509
1.03,0.00331395980902016,0.0343962274491787,-0.0134841796963573
1.04,0.00341606861911714,0.0344297774136066,-0.013476907387875
1.05,0.00341019337065518,0.034436073154211,-0.013471834894934
1.06,0.0033256602473557,0.0344286449253559,-0.0134741442193982
1.07,0.00337457563728094,0.0344313196837902,-0.0134709132044608
1.08,0.00340655189938843,0.0344373658299446,-0.0134822584175916
1.09,0.00337093370035291,0.034442126750946,-0.0134976808989351
1.1,0.00333362142555416,0.0344664677977562,-0.013502042138773
1.11,0.0033822781406343,0.0344536080956459,-0.0134834058831229
1.12,0.0033840611577034,0.0344064198434353,-0.0134872063765362
1.13,0.00334131019189954,0.0344142839312553,-0.013480209076961
1.14,0.00334119005128741,0.0344566702842712,-0.0134708053287174
1.15,0.00336125423200428,0.0344921462237835,-0.0134594862268936
1.16,0.00339909782633185,0.0343812070786953,-0.0134733118264219
1.17,0.00335455918684602,0.0343744084239006,-0.0134863870983541
1.18,0.00332725769840181,0.0344635173678398,-0.0134765000312945
1.19,0.00332573195919394,0.0344757474958897,-0.0134733138975579
1.2,0.00341501762159169,0.0344316698610783,-0.013469322925167
1.21,0.00334176886826754,0.0344090163707733,-0.0134488122757825
1.22,0.00329922023229301,0.0344996117055416,-0.0134364022447103
1.23,0.00336853647604585,0.0344502404332161,-0.0134483772106362
1.24,0.00342597300186753,0.034369133412838,-0.0134731758524419
1.25,0.0033916134852916,0.0343896597623825,-0.0134761593753754
1.26,0.00333133107051253,0.0344723425805569,-0.0134701942636065
1.27,0.00339993042871356,0.0344265997409821,-0.0134708143004042
1.28,0.00338447815738618,0.0343716330826283,-0.0134864624235507
1.29,0.00335241016000509,0.0344033651053905,-0.0134949142031932
1.3,0.00332851568236947,0.0344745591282845,-0.0134998724600598
1.31,0.00338669493794441,0.0344165377318859,-0.0135194061306132
1.32,0.00336794694885612,0.0343987420201302,-0.0135225646785931
1.33,0.00333693716675043,0.0344297215342522,-0.0135094729472809
1.34,0.00337350717745721,0.0344926565885544,-0.0135140708662131
1.35,0.00337486178614199,0.0344742313027382,-0.0135301935769714
1.36,0.00333430082537234,0.0344035737216473,-0.0135062869097344
1.37,0.00331619055941701,0.034395094960928,-0.0134925186755382
1.38,0.00337360752746463,0.034458551555872,-0.0134834020628655
1.39,0.00340644782409072,0.0344619527459145,-0.0134873795824461
1.4,0.00338428746908903,0.0344059988856316,-0.0134842446958229
1.41,0.00331188016571105,0.0343928448855877,-0.0134730798960438
1.42,0.00336845545098186,0.0344157889485359,-0.0134764746618428
1.43,0.00339047214947641,0.0344246625900269,-0.013485827977729
1.44,0.00341852009296417,0.0344477519392967,-0.0134609970048684
1.45,0.00332888006232679,0.0344374626874924,-0.0134457299199077
1.46,0.00338343065232038,0.034449502825737,-0.0134713701768128
1.47,0.00340044009499252,0.0344505719840527,-0.0134835470208609
1.48,0.00333336554467678,0.0344350188970566,-0.0134789414959086
1.49,0.00332081806845963,0.0344612374901772,-0.0134669078947793
1.5,0.00341175519861281,0.0344375893473625,-0.013465838240495
1.51,0.00336264166980982,0.0344370640814304,-0.0134713565924613
1.52,0.00329604535363615,0.0344530753791332,-0.0134626861712496
1.53,0.00335742929019034,0.0344406105577946,-0.0134612812351186
1.54,0.00343336071819067,0.0344045646488667,-0.0134834844442158
1.55,0.00340662733651698,0.0343818739056587,-0.0134988013351376
1.56,0.00329981301911175,0.0345008224248886,-0.0134848284883515
1.57,0.00337166176177561,0.0344384051859379,-0.0134821588505116
1.58,0.0033908870536834,0.0343944281339645,-0.0134998324983114
1.59,0.00339342444203794,0.0344385057687759,-0.0135149819553214
1.6,0.00333348195999861,0.0345209464430809,-0.0135148713215272
1.61,0.00336118368431926,0.0344474650919437,-0.0135217018503359
1.62,0.00339684402570128,0.0343824028968811,-0.0135443655008337
1.63,0.00339139485731721,0.0344329103827477,-0.0135477184312823
1.64,0.00334335304796696,0.0345207341015339,-0.0135357720389885
1.65,0.00333399511873722,0.0345209315419197,-0.0135160962313717
1.66,0.00340984901413321,0.0343991108238697,-0.0135299019895802
1.67,0.00332537642680109,0.0344250798225403,-0.013525214019187
1.68,0.00332742789760232,0.0344563908874989,-0.0135026898608533
1.69,0.00336176273413002,0.0344771035015583,-0.0135012199275056
1.7,0.00340327806770802,0.0344462618231773,-0.0135096309425829
1.71,0.00333331408910453,0.0344216153025627,-0.0135025026431535
1.72,0.00334860198199749,0.0344435796141624,-0.0134863556254337
1.73,0.0033657681196928,0.0344483479857445,-0.0134812155304489
1.74,0.00341152469627559,0.0344698578119278,-0.0134796862535803
1.75,0.00334118492901325,0.0344765707850456,-0.0134720511326835
1.76,0.00332358852028847,0.034457303583622,-0.0134623339568547
1.77,0.00338522647507489,0.0344447307288647,-0.0134692826277525
1.78,0.00337480404414237,0.0344430319964886,-0.0134767625798204
1.79,0.00335175450891256,0.0344527773559093,-0.0134640532083695
1.8,0.00335615710355341,0.0344712100923061,-0.013462611440412
1.81,0.00337651511654258,0.0344663374125957,-0.0134682300927368
1.82,0.0033593971747905,0.0344456024467945,-0.0134757066841926
1.83,0.00335843465290964,0.0344505831599236,-0.0134796054791171
1.84,0.00334614771418273,0.0344591401517391,-0.0134807063460148
