0.006,0.022403939,0.000798986,-0.023025859,,
0.016,0.022363082,0.000802746,-0.023020456,,
0.026,0.022304378,0.000797483,-0.023028769,,
0.036,0.02235613,0.000812477,-0.023026508,,
0.046,0.022427361,0.000827465,-0.023012702,,
0.056,0.022378067,0.000824628,-0.023004984,,
0.066,0.022321984,0.000790103,-0.023004872,,
0.076,0.022365594,0.000793684,-0.023013987,,
0.086,0.022393549,0.000839157,-0.023020138,,
0.096,0.022354307,0.000828005,-0.02301715,,
0.106,0.022306468,0.000780687,-0.023008064,,
0.116,0.02233118,0.000750267,-0.023014363,,
0.126,0.022354269,0.000815679,-0.023016926,,
0.136,0.022333646,0.000801972,-0.023014102,,
0.146,0.022315528,0.000792057,-0.023018212,,
0.156,0.022395452,0.000795361,-0.02302286,,
0.166,0.022404423,0.000836299,-0.023017815,,
0.176,0.022328153,0.000729284,-0.022940046,,
0.186,0.022375785,0.000677102,-0.022877135,,
0.196,0.022453591,0.00070634,-0.022835153,,
0.206,0.022340633,0.00075991,-0.022786017,,
0.216,0.022307361,0.000779921,-0.022725282,,
0.226,0.022413969,0.000676403,-0.02266883,,
0.236,0.022416268,0.000720447,-0.022617373,,
0.246,0.022345468,0.000773991,-0.02257067,,
0.256,0.022338288,0.000767885,-0.022528807,,
0.266,0.022362458,0.000694602,-0.022489915,,
0.276,0.022355575,0.000721429,-0.022522727,,
0.286,0.022365607,0.000784722,-0.022551668,,
0.296,0.022365533,0.000769132,-0.02256128,,
0.306,0.022376044,0.000706295,-0.022578305,,
0.316,0.022379909,0.000681698,-0.022596397,,
0.326,0.022343455,0.000766106,-0.02259657,,
0.336,0.022357648,0.000795703,-0.022593684,,
0.346,0.02238081,0.000740322,-0.022586315,,
0.356,0.022343894,0.000670884,-0.022584152,,
0.366,0.022334006,0.000677742,-0.022592112,,
0.376,0.022363182,0.000727196,-0.022580087,,
0.386,0.022382578,0.000717323,-0.022578461,,
0.396,0.022352532,0.00068126,-0.022582505,,
0.406,0.022343455,0.000710712,-0.022576709,,
0.416,0.022328785,0.000771254,-0.022577191,,
0.426,0.022370582,0.000703875,-0.022583855,,
0.436,0.022404976,0.000654538,-0.022594929,,
0.446,0.022345971,0.000679512,-0.022601937,,
0.456,0.022306634,0.000767041,-0.022609352,,
0.466,0.022305718,0.000779138,-0.022604004,,
0.476,0.022380741,0.000696457,-0.022601247,,
0.486,0.022323247,0.000734105,-0.022602874,,
0.496,0.022312585,0.00077058,-0.02260331,,
0.506,0.022354081,0.000732976,-0.022594305,,
0.516,0.022372909,0.000687328,-0.022598211,,
0.526,0.022317421,0.00070788,-0.022620408,,
0.536,0.022363326,0.000740743,-0.022625055,,
0.546,0.022380371,0.000769396,-0.022628989,,
0.556,0.022323448,0.000776098,-0.022629589,,
0.566,0.022297526,0.000712039,-0.022641138,,
0.576,0.022370696,0.000698129,-0.022674077,,
0.586,0.022366855,0.000796969,-0.022677222,,
0.596,0.022309352,0.00080831,-0.022679595,,
0.606,0.022311009,0.000704334,-0.022689331,,
0.616,0.022372823,0.000633729,-0.02268485,,
0.626,0.022374919,0.000758236,-0.022680727,,
0.636,0.022318758,0.000754403,-0.022686861,,
0.646,0.022358112,0.000680124,-0.022692551,,
0.656,0.02238206,0.000655565,-0.022691846,,
0.666,0.022377867,0.000732286,-0.022694987,,
0.676,0.022318829,0.000781481,-0.022691477,,
0.686,0.022398639,0.000710103,-0.022704306,,
0.696,0.022401288,0.000688749,-0.022715327,,
