13.41,-0.006013328,-0.027646508,-0.000199681
13.42,-0.006057816,-0.027654519,-0.000190433
13.43,-0.006167145,-0.027643684,-0.000181125
13.44,-0.006173405,-0.027636014,-0.00017647
13.45,-0.006080753,-0.027668547,-0.000173926
13.46,-0.006028979,-0.02769205,-0.000163265
13.47,-0.006158739,-0.027621662,-0.000159106
13.48,-0.006131027,-0.027618719,-0.000180773
13.49,-0.006064248,-0.027639674,-0.000207038
13.5,-0.006096132,-0.027636923,-0.000209978
13.51,-0.006131237,-0.02761874,-0.000196147
13.52,-0.006138029,-0.02762018,-0.00020182
13.53,-0.006097889,-0.027615627,-0.000223782
13.54,-0.006102075,-0.027600095,-0.000250511
13.55,-0.006127799,-0.027614346,-0.000263994
13.56,-0.006165782,-0.027659936,-0.000270013
13.57,-0.00613466,-0.027658403,-0.00027963
13.58,-0.00605126,-0.027611416,-0.000268688
13.59,-0.006065159,-0.027613521,-0.000239433
13.6,-0.006201139,-0.027686354,-0.000237356
13.61,-0.006129742,-0.027670171,-0.000246452
13.62,-0.006063548,-0.027599132,-0.00023379
13.63,-0.006047444,-0.027582442,-0.000209703
13.64,-0.00615297,-0.027647953,-0.000178764
13.65,-0.006195015,-0.027684743,-0.000162236
13.66,-0.006109241,-0.027643465,-0.000159483
13.67,-0.006043158,-0.027607171,-0.000156446
13.68,-0.006065243,-0.027621202,-0.000161173
13.69,-0.006170633,-0.027648499,-0.000172767
13.7,-0.006161761,-0.027643016,-0.000152414
13.71,-0.006056433,-0.027617015,-0.000162169
13.72,-0.006209363,-0.027615074,-0.000175761
13.73,-0.006202406,-0.027601786,-0.000190411
13.74,-0.00608322,-0.027602207,-0.000210894
13.75,-0.00601579,-0.027611323,-0.000204007
13.76,-0.006098266,-0.027599158,-0.000190257
13.77,-0.006252028,-0.02761272,-0.000178332
13.78,-0.00614296,-0.027628817,-0.000168628
13.79,-0.006041088,-0.027652103,-0.000180902
13.8,-0.005978631,-0.027643554,-0.000201537
13.81,-0.006132553,-0.027626023,-0.000195138
13.82,-0.006225735,-0.027615204,-0.000194759
13.83,-0.006127454,-0.027669316,-0.00020067
13.84,-0.006038003,-0.02767105,-0.000192104
13.85,-0.006180029,-0.027576214,-0.000184341
13.86,-0.006169055,-0.027617998,-0.0001833
13.87,-0.006106771,-0.027685072,-0.000206029
13.88,-0.006032581,-0.027652698,-0.000211689
13.89,-0.006122236,-0.027602356,-0.00019092
13.9,-0.006176858,-0.027599093,-0.00016738
13.91,-0.00612083,-0.027589781,-0.000157733
13.92,-0.006059903,-0.027632095,-0.000155562
13.93,-0.006072738,-0.027648449,-0.000137096
13.94,-0.006166447,-0.027663056,-0.000134508
13.95,-0.006163341,-0.027671084,-0.000138328
13.96,-0.006103626,-0.027631139,-0.000132356
13.97,-0.006126712,-0.027630936,-0.000115386
13.98,-0.006235487,-0.027695704,-0.000119974
13.99,-0.006112715,-0.02764792,-0.0001344
14,-0.006028799,-0.027590552,-0.000145779
14.01,-0.006065042,-0.02761062,-0.000144866
14.02,-0.006177155,-0.027697487,-0.000135224
14.03,-0.006151728,-0.027695924,-0.000130555
14.04,-0.006085752,-0.027635481,-0.000122278
14.05,-0.006051888,-0.027597725,-0.000120336
14.06,-0.006125166,-0.027677847,-0.000125262
14.07,-0.006154039,-0.027736269,-0.00012347
14.08,-0.006076559,-0.027658656,-0.000111552
14.09,-0.006067514,-0.027568284,-9.69E-05
14.1,-0.006170036,-0.027708748,-9.45E-05
14.11,-0.006114931,-0.027703427,-9.20E-05
14.12,-0.006093029,-0.027592493,-6.34E-05
14.13,-0.006075463,-0.027481064,-5.07E-05
14.14,-0.006166613,-0.027517049,-4.32E-05
14.15,-0.006187983,-0.027585212,-4.42E-05
14.16,-0.006150078,-0.027573481,-5.13E-05
14.17,-0.006082341,-0.027427765,2.25E-05
14.18,-0.006100038,-0.027360499,0.000100786
14.19,-0.006130768,-0.02737801,0.000185837
14.2,-0.006180443,-0.027403802,0.000275191
14.21,-0.006159283,-0.02742378,0.000370593
14.22,-0.006155432,-0.027425449,0.000453121
14.23,-0.006208737,-0.027451888,0.000571366
14.24,-0.006241007,-0.027493149,0.00069959
14.25,-0.006207845,-0.027492655,0.000823392
14.26,-0.006183305,-0.027432991,0.000955213
14.27,-0.006205934,-0.027354294,0.000980924
14.28,-0.006165966,-0.027297108,0.000934981
14.29,-0.006152907,-0.027311496,0.000874294
14.3,-0.006089007,-0.027309451,0.000811931
14.31,-0.006122609,-0.027239047,0.000737548
14.32,-0.006200762,-0.027232276,0.000655183
14.33,-0.006195515,-0.027282722,0.000543929
14.34,-0.006118481,-0.027322484,0.000431024
14.35,-0.006117801,-0.027241649,0.000325739
14.36,-0.006226462,-0.027305361,0.000215745
14.37,-0.006255372,-0.027361469,0.000139157
14.38,-0.006175284,-0.027264029,0.000145548
14.39,-0.006059423,-0.027055925,0.000228368
14.4,-0.006134757,-0.027011249,0.00034752
14.41,-0.006239089,-0.027070951,0.000462799
14.42,-0.006234837,-0.027119026,0.000561566
14.43,-0.006092226,-0.027086839,0.000649057
14.44,-0.006076944,-0.027054531,0.000735786
14.45,-0.00618763,-0.027068038,0.000823957
14.46,-0.006266201,-0.027096899,0.000915501
14.47,-0.006152187,-0.027083991,0.00098217
14.48,-0.006186478,-0.027016433,0.001067152
14.49,-0.006300074,-0.027040787,0.0010665
14.5,-0.006223785,-0.026947143,0.000962993
14.51,-0.006064825,-0.026823046,0.000813138
14.52,-0.00610309,-0.026749391,0.000654701
14.53,-0.006301136,-0.026827643,0.000485928
14.54,-0.006310652,-0.026872268,0.00032345
14.55,-0.006139661,-0.026884109,0.000183201
14.56,-0.006057915,-0.026800895,4.75E-05
14.57,-0.00616563,-0.026708703,-5.07E-05
14.58,-0.006258994,-0.026622582,-0.000194863
14.59,-0.006230955,-0.026707429,-0.00037974
14.6,-0.006098484,-0.026577052,-0.000457553
14.61,-0.006132897,-0.026575789,-0.0004723
14.62,-0.006189932,-0.026602471,-0.000465789
14.63,-0.006135914,-0.026630115,-0.00043896
14.64,-0.006123974,-0.026619751,-0.000431682
14.65,-0.006170164,-0.026610197,-0.000436445
14.66,-0.006176721,-0.026633549,-0.000430436
14.67,-0.006112316,-0.026651856,-0.000447472
