1.984,-0.00086214,0.00029782,-0.44905459,0.00445265,-2.00842982,129,-136
2.034,-0.00066158,0.00020118,-0.52294965,-0.00445265,-1.47790118,148,-156
2.084,-0.00085445,0.00031237,-0.59494996,0,-1.44000628,167,-175
2.134,-0.00085445,0.00031237,-0.67073977,-0.0089053,-1.51579609,186,-196
2.184,-0.00119628,0.00058359,-0.74652957,0,-1.5467307,206,-216
2.237,-0.00119628,0.00058359,-0.86021428,-0.03562121,-2.27369413,232,-250
2.287,-0.00233479,0.0019066,-0.92274087,0.03180465,-1.27605283,252,-263
2.337,-0.00137486,0.00063878,-0.99853067,0,-1.51579609,272,-283
2.387,-0.00137486,0.00063878,-1.07621522,-0.00445265,-1.55369099,292,-304
2.437,-0.00147843,0.00083081,-1.15011028,-0.01363056,-1.50806243,310,-325
2.487,-0.00175119,0.00144048,-1.24863703,-0.00908704,-2.01074991,335,-352
2.537,-0.00189504,0.00187145,-1.32253209,-0.00445265,-1.47790118,354,-372
2.587,-0.00194975,0.00208726,-1.39642714,-0.00445265,-1.47790118,373,-392
2.637,-0.0019876,0.00230213,-1.4703222,-0.00454352,-1.50806243,392,-412
2.687,-0.00201039,0.00252816,-1.54611201,0,-1.51579609,412,-432
2.737,-0.00201039,0.00252816,-1.6465335,0.0042814,-1.93118251,439,-458
2.787,-0.00202658,0.00231471,-1.72042856,0.00445265,-1.47790118,459,-477
2.837,-0.00205977,0.00209456,-1.79432362,-0.00445265,-1.47790118,478,-497
2.887,-0.00201042,0.00231165,-1.87011342,-0.0089053,-1.51579609,497,-518
2.956,-0.00188175,0.00272861,-1.98190338,-0.02271761,-2.28142778,524,-550
3.006,-0.00131888,0.00401975,-2.06527217,0.02154509,-1.34465782,549,-569
3.056,-0.00181989,0.00309049,-2.13727248,0,-1.46939417,568,-588
3.106,-0.00181989,0.00309049,-2.21306229,0,-1.48607459,588,-608
3.156,-0.00181989,0.00309049,-2.28885209,-0.0089053,-1.51579609,607,-629
3.206,-0.00152694,0.00342582,-2.3646419,-0.0089053,-1.51579609,626,-650
3.256,-0.0012158,0.00373175,-2.46316864,-0.00908704,-2.01074991,651,-677
3.306,-0.00086205,0.00401689,-2.53895845,-0.0089053,-1.51579609,670,-698
3.356,-0.00049522,0.00426927,-2.61474825,0,-1.51579609,690,-718
3.406,-0.00049522,0.00426927,-2.6924328,-0.00445265,-1.55369099,710,-739
3.456,-0.00029467,0.00436594,-2.76632786,-0.00445265,-1.47790118,729,-759
3.506,-0.00008753,0.00444754,-2.86295986,0.00445265,-1.93264001,755,-784
3.556,-0.00030158,0.00438631,-2.93496017,0,-1.44000628,774,-803
3.606,-0.00030158,0.00438631,-3.00885523,-0.00445265,-1.47790118,793,-823
3.658,-0.00008532,0.00441518,-3.09601351,-0.02726113,-1.77874031,813,-849
3.708,0.00130355,0.00447853,-3.18317178,0.02619206,-1.70898578,839,-869
3.759,-0.00000492,0.00453297,-3.25896159,0,-1.51579609,859,-889
3.809,-0.00000492,0.00453297,-3.33475139,0,-1.35338936,879,-909
3.859,-0.00000492,0.00453297,-3.43706763,0,-2.04632472,906,-936
3.909,-0.00000492,0.00453297,-3.51285743,0,-1.5467307,926,-956
3.959,-0.00000492,0.00453297,-3.58675249,-0.00445265,-1.47790118,945,-976
4.009,0.000192,0.00443902,-3.66064755,0.00454352,-1.50806243,965,-995
4.059,-0.00000526,0.00455171,-3.73454261,0.00445265,-1.47790118,985,-1014
4.109,-0.00018619,0.00467363,-3.8349641,-0.00454352,-2.04941818,1011,-1041
4.159,-0.00001147,0.00452844,-3.9107539,0,-1.51579609,1031,-1061
4.209,-0.00001147,0.00452844,-3.98654371,0,-1.51579609,1051,-1081
4.259,-0.00001147,0.00452844,-4.06043877,-0.00454352,-1.50806243,1070,-1101
4.309,0.00012637,0.00434785,-4.13622857,0,-1.51579609,1090,-1121
4.362,0.00012637,0.00434785,-4.24991328,-0.03562121,-2.27369413,1116,-1155
4.412,0.00092101,0.00275389,-4.31243987,0.03116856,-1.25053177,1136,-1168
4.462,0.00032634,0.00416062,-4.38633493,-0.00454352,-1.50806243,1155,-1188
4.512,0.00040347,0.0039325,-4.45833524,-0.00840123,-1.35849649,1173,-1208
4.562,0.00050905,0.00352592,-4.55875673,-0.00445265,-2.00842982,1199,-1235
4.612,0.00054312,0.00330591,-4.63454654,0,-1.51579609,1219,-1255
4.662,0.00054312,0.00330591,-4.70844159,0.00454352,-1.50806243,1239,-1274
4.712,0.00054222,0.00353309,-4.78612614,-0.00445265,-1.55369099,1259,-1295
4.762,0.00052582,0.00331106,-4.85812646,-0.0089053,-1.44000628,1277,-1315
4.812,0.00046116,0.00287051,-4.9566532,0,-1.97053491,1303,-1341
4.862,0.00046116,0.00287051,-5.03433775,-0.00445265,-1.55369099,1323,-1362
4.912,0.00039071,0.00265932,-5.11012756,0,-1.51579609,1343,-1382
4.962,0.00039071,0.00265932,-5.18591736,0,-1.51579609,1363,-1402
5.012,0.00039071,0.00265932,-5.26549666,-0.0089053,-1.59158589,1383,-1424
5.065,0.0001568,0.00228045,-5.37918136,-0.03562121,-2.27369413,1409,-1458
5.115,-0.00094473,0.00088087,-5.43981321,0.02671591,-1.21263687,1428,-1471
5.165,-0.00007426,0.00185861,-5.51370827,-0.01363056,-1.50806243,1446,-1492
5.215,-0.00056379,0.00138443,-5.58760333,-0.00445265,-1.47790118,1465,-1512
5.265,-0.00073128,0.00124461,-5.66149838,-0.00454352,-1.50806243,1484,-1532
5.315,-0.00091595,0.0011123,-5.76002513,-0.0089053,-1.97053491,1509,-1559
5.365,-0.00130166,0.00088984,-5.83202544,0,-1.44000628,1528,-1578
5.415,-0.00130166,0.00088984,-5.9059205,0.00445265,-1.47790118,1548,-1597
5.465,-0.00109882,0.00097021,-5.98171031,-0.00908704,-1.5467307,1567,-1618
5.515,-0.001524,0.000838,-6.05560537,-0.00454352,-1.50806243,1586,-1638
5.565,-0.00175418,0.0007847,-6.15223737,0.0042814,-1.8583077,1612,-1663
5.615,-0.00154618,0.00081209,-6.22992192,-0.00454352,-1.58539897,1632,-1684
5.665,-0.00177304,0.00079999,-6.30760647,-0.01335795,-1.55369099,1651,-1706
5.715,-0.00244074,0.0008163,-6.37392255,0.01335795,-1.32632158,1670,-1722
5.784,-0.00178889,0.00075699,-6.30950121,0.08178339,1.3147211,1662,-1696
5.834,0.00319817,0.00062572,-6.20339549,-0.01459886,1.73943813,1632,-1670
5.884,0.00247055,0.00056754,-6.12192145,0.01335795,1.62948079,1612,-1647
5.934,0.00314297,0.00067693,-6.04992113,0,1.41177087,1593,-1628
5.984,0.00314297,0.00067693,-5.98360505,0.00445265,1.32632158,1576,-1610
6.034,0.00335143,0.00074132,-5.90970999,-0.00454352,1.50806243,1556,-1591
6.084,0.00313991,0.00065843,-5.80549901,0.00445265,2.08421962,1529,-1563
6.134,0.00333762,0.00076078,-5.73160395,0.00445265,1.47790118,1510,-1543
6.184,0.00352345,0.00087512,-5.65960364,0,1.46939417,1491,-1524
6.234,0.00352345,0.00087512,-5.58760333,0,1.44000628,1472,-1505
6.284,0.00352345,0.00087512,-5.51370827,0.01335795,1.47790118,1454,-1484
6.334,0.00399359,0.00133052,-5.41707627,0.01363056,1.97208164,1430,-1457
6.384,0.00443508,0.00184972,-5.34507595,0,1.44000628,1411,-1438
6.434,0.00443508,0.00184972,-5.27307564,0.0178106,1.44000628,1394,-1417
6.487,0.00489916,0.00258882,-5.18781211,0.04089169,1.74007204,1376,-1390
6.537,0.00585372,0.00444301,-5.10444332,-0.02619206,1.63468205,1351,-1371
6.587,0.00535333,0.00323277,-5.02865352,0.0089053,1.51579609,1332,-1350
6.637,0.00550844,0.00370674,-4.95286371,0.00795116,1.35338936,1313,-1329
6.687,0.00560123,0.00408513,-4.85623171,0.00454352,1.97208164,1288,-1303
6.737,0.00563379,0.00430996,-4.78233665,0.00445265,1.47790118,1269,-1283
6.787,0.00564935,0.00453205,-4.70844159,0.00445265,1.47790118,1250,-1263
6.837,0.00564849,0.00475023,-4.63454654,0.00454352,1.50806243,1231,-1243
6.887,0.00563082,0.00497672,-4.55875673,0.0089053,1.51579609,1212,-1222
6.937,0.00556269,0.00541674,-4.46212473,0.00445265,1.93264001,1187,-1196
6.987,0.00550755,0.00563243,-4.39012442,0,1.44000628,1168,-1177
7.037,0.00550755,0.00563243,-4.3181241,0.0089053,1.44000628,1150,-1157
7.087,0.00533651,0.00604354,-4.24422904,0.00445265,1.47790118,1131,-1137
7.137,0.00523605,0.00624221,-4.17033398,0.00445265,1.47790118,1112,-1117
7.19,0.00512119,0.00643293,-4.06043877,0.03562121,2.19790433,1087,-1084
7.24,0.00404055,0.0078487,-3.99980692,-0.02671591,1.21263687,1068,-1071
7.29,0.00491388,0.00683794,-3.92591186,0.00445265,1.47790118,1049,-1051
7.34,0.00475629,0.00699519,-3.85391155,0.0089053,1.44000628,1031,-1031
7.39,0.00441929,0.00728621,-3.77812175,0.0089053,1.51579609,1012,-1010
7.44,0.00406122,0.00755088,-3.68148975,0.00445265,1.93264001,987,-984
7.49,0.00387408,0.00766304,-3.60759469,0.00454352,1.50806243,968,-964
7.54,0.00367518,0.00776307,-3.53180488,0,1.5467307,948,-944
7.59,0.00367518,0.00776307,-3.45601508,0,1.51579609,928,-924
7.64,0.00367518,0.00776307,-3.38022527,0,1.51579609,908,-904
7.69,0.00367518,0.00776307,-3.28169853,0.0089053,1.97053491,883,-877
7.74,0.00321665,0.00782774,-3.20780347,0.0042814,1.42105883,864,-857
7.79,0.00300305,0.0078419,-3.1376979,0.00445265,1.40211138,846,-838
7.84,0.00278042,0.00784103,-3.06569759,0.0178106,1.44000628,829,-817
7.893,0.00191021,0.00777486,-2.95390762,0.04997874,2.28142778,805,-782
7.943,-0.00054484,0.0073086,-2.89517053,-0.02226326,1.17474197,787,-769
7.993,0.0005131,0.00757471,-2.81938072,0,1.5467307,767,-749
8.043,0.0005131,0.00757471,-2.74359092,0.0089053,1.51579609,748,-728
8.093,0.00010264,0.00740213,-2.66969586,0.00445265,1.47790118,729,-708
8.143,-0.0000917,0.00730295,-2.57306386,0.00454352,1.97208164,704,-682
8.193,-0.00028314,0.00718064,-2.4991688,0.00445265,1.47790118,685,-662
8.243,-0.00046139,0.00704726,-2.42337899,0.0089053,1.51579609,666,-641
8.293,-0.00079666,0.00675425,-2.34758919,0,1.51579609,646,-621
8.343,-0.00079666,0.00675425,-2.27369413,0.00445265,1.47790118,627,-601
8.393,-0.0009377,0.00658779,-2.17895687,0.00908704,1.93341338,603,-575
8.443,-0.0011973,0.0062149,-2.10695656,0,1.44000628,584,-556
8.493,-0.0011973,0.0062149,-2.0330615,0.00445265,1.47790118,565,-536
8.543,-0.00129857,0.00601165,-1.95916644,0.00436534,1.44892273,546,-516
8.612,-0.00138123,0.00580964,-1.84927123,0.03562121,2.19790433,521,-483
8.662,-0.00199812,0.00365195,-1.76021821,-0.01766925,1.41354,495,-462
8.712,-0.00183177,0.00451962,-1.69011264,0.00445265,1.40211138,477,-443
8.762,-0.00185774,0.00430299,-1.61242809,0.00454352,1.58539897,457,-422
8.812,-0.00186719,0.00407601,-1.54042777,0,1.44000628,438,-403
8.862,-0.00186719,0.00407601,-1.46463797,0.00908704,1.5467307,419,-382
8.912,-0.00181905,0.00362421,-1.36421648,-0.00445265,2.00842982,392,-356
8.962,-0.00186472,0.00384211,-1.29032142,0.00445265,1.47790118,373,-336
9.012,-0.00180309,0.00362818,-1.21642636,0.00445265,1.47790118,354,-316
9.062,-0.00172584,0.00341938,-1.14063656,0,1.51579609,334,-296
9.112,-0.00172584,0.00341938,-1.0667415,0.00445265,1.47790118,315,-276
9.162,-0.00162046,0.00322833,-0.96442526,0,2.08808645,288,-249
9.212,-0.00162046,0.00322833,-0.88863546,0,1.51579609,268,-229
9.262,-0.00162046,0.00322833,-0.81663514,0.0089053,1.44000628,250,-209
9.315,-0.0013156,0.0029038,-0.72947687,0.03562121,1.7431655,231,-182
9.365,0.00009189,0.00164554,-0.64421334,-0.02100307,1.60874585,206,-162
9.415,-0.00073099,0.00226362,-0.57221302,0.00908704,1.46939417,188,-142
9.465,-0.00034901,0.00201759,-0.50210745,0.00445265,1.40211138,170,-123
9.515,-0.00015386,0.00191044,-0.42252816,0,1.59158589,149,-102
9.565,-0.00015386,0.00191044,-0.34673835,0,1.51579609,129,-82
9.615,-0.00015386,0.00191044,-0.24821161,0,2.01074991,103,-56
9.665,-0.00015386,0.00191044,-0.17052706,0.00445265,1.55369099,83,-35
9.715,0.00006116,0.00187342,-0.09284251,-0.00454352,1.58539897,62,-15
9.765,-0.00018766,0.00189658,0.00568424,0.00809573,1.79139538,37,12
9.815,0.00021712,0.00189888,0.07957929,0.00445265,1.47790118,18,32
9.865,0.00043905,0.00191658,0.14779012,0,1.36421648,0,50
9.915,0.00043905,0.00191658,0.1724218,0.02226326,0.49263373,-4,59
9.965,0.00153571,0.00210757,0.16673757,0.01335795,-0.11368471,-1,59
10.018,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.068,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.118,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.168,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.218,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.268,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.318,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.368,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.418,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.468,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.518,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.568,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.618,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.673,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.723,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.773,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.823,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.873,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.923,0.00218117,0.0022162,0.16673757,0,0,-1,59
10.973,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.023,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.073,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.123,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.173,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.223,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.273,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.323,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.373,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.424,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.474,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.524,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.574,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.624,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.674,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.724,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.774,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.824,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.874,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.924,0.00218117,0.0022162,0.16673757,0,0,-1,59
11.974,0.00218117,0.0022162,0.16673757,0,0,-1,59
12.024,0.00218117,0.0022162,0.16673757,0,0,-1,59
12.074,0.00218117,0.0022162,0.16673757,0,0,-1,59
12.127,0.00218117,0.0022162,0.16673757,0,0,-1,59
