Format Version,1.24,Take Name,Take 2023-11-28 11.16.35 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-11-28 11.16.36.396 午前,Capture Start Frame,881158,Total Frames in Take,2246,Total Exported Frames,2246,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
6,0.050000,-0.091436,-0.137264,0.192534,0.005514,0.286364,-0.168537,-0.014413,0.286710,-0.030116,-0.087539,0.290037,-0.235933,0.104959,0.287415,-0.243183,0.019170,0.278404,-0.309152,-0.090425,0.287074,-0.095441,0.101334,0.288545,-0.097399,-0.014371,0.286748,-0.029957,-0.083145,0.285237,-0.240002,0.104652,0.287335,-0.243248,0.018918,0.279002,-0.308907,-0.090484,0.287478,-0.095143,0.101275,0.288374,-0.097454
7,0.058333,-0.088154,-0.134086,0.186081,0.005519,0.286286,-0.168511,-0.014401,0.286626,-0.030089,-0.087538,0.289973,-0.235901,0.104960,0.287330,-0.243163,0.019165,0.278332,-0.309128,-0.090417,0.287002,-0.095410,0.101342,0.288452,-0.097378,-0.014370,0.286659,-0.029908,-0.083106,0.285390,-0.239981,0.104707,0.287257,-0.243226,0.018846,0.278849,-0.308933,-0.090456,0.287353,-0.095104,0.101287,0.288243,-0.097382
8,0.066667,-0.111860,-0.127910,0.196134,0.005515,0.286081,-0.168479,-0.014390,0.286475,-0.030055,-0.087550,0.289724,-0.235860,0.104948,0.287111,-0.243141,0.019148,0.278071,-0.309094,-0.090413,0.286810,-0.095367,0.101346,0.288293,-0.097357,-0.014371,0.286504,-0.029854,-0.083106,0.285375,-0.240029,0.104699,0.287064,-0.243148,0.018818,0.278557,-0.309099,-0.090463,0.287189,-0.095008,0.101329,0.288130,-0.097329
9,0.075000,-0.121471,-0.126646,0.198619,0.005532,0.286118,-0.168471,-0.014370,0.286534,-0.030046,-0.087535,0.289745,-0.235851,0.104963,0.287140,-0.243136,0.019162,0.278085,-0.309084,-0.090394,0.286855,-0.095357,0.101364,0.288346,-0.097351,-0.014357,0.286499,-0.029806,-0.083102,0.285387,-0.240076,0.104680,0.287156,-0.243144,0.018857,0.278471,-0.309112,-0.090391,0.287321,-0.095016,0.101336,0.288181,-0.097303
10,0.083333,-0.111853,-0.133928,0.192672,0.005476,0.286323,-0.168492,-0.014443,0.286718,-0.030069,-0.087581,0.289971,-0.235883,0.104917,0.287347,-0.243144,0.019123,0.278312,-0.309105,-0.090459,0.287058,-0.095390,0.101300,0.288529,-0.097359,-0.014444,0.286758,-0.029916,-0.083246,0.285427,-0.240069,0.104604,0.287327,-0.243181,0.018849,0.278835,-0.308966,-0.090503,0.287477,-0.095062,0.101281,0.288364,-0.097374
11,0.091667,-0.090975,-0.136073,0.208994,0.005455,0.286435,-0.168519,-0.014469,0.286775,-0.030098,-0.087601,0.290082,-0.235913,0.104898,0.287515,-0.243167,0.019110,0.278480,-0.309135,-0.090483,0.287117,-0.095421,0.101275,0.288643,-0.097383,-0.014455,0.286764,-0.029941,-0.083234,0.285437,-0.240041,0.104602,0.287486,-0.243222,0.018835,0.279023,-0.308866,-0.090537,0.287553,-0.095130,0.101244,0.288477,-0.097459
12,0.100000,-0.109576,-0.127386,0.187441,0.005460,0.286273,-0.168518,-0.014443,0.286665,-0.030093,-0.087605,0.289933,-0.235898,0.104892,0.287292,-0.243181,0.019090,0.278267,-0.309133,-0.090467,0.287015,-0.095405,0.101292,0.288468,-0.097396,-0.014411,0.286675,-0.029938,-0.083136,0.285444,-0.240013,0.104619,0.287218,-0.243227,0.018779,0.278746,-0.308963,-0.090510,0.287380,-0.095089,0.101254,0.288260,-0.097409
13,0.108333,-0.143621,-0.119026,0.196691,0.005501,0.286149,-0.168487,-0.014382,0.286620,-0.030060,-0.087574,0.289754,-0.235856,0.104922,0.287139,-0.243166,0.019112,0.278061,-0.309100,-0.090415,0.286918,-0.095361,0.101343,0.288401,-0.097381,-0.014341,0.286624,-0.029875,-0.083109,0.285433,-0.240024,0.104688,0.287159,-0.243158,0.018754,0.278472,-0.309097,-0.090448,0.287341,-0.095032,0.101307,0.288208,-0.097331
14,0.116667,-0.123434,-0.120875,0.197486,0.005531,0.286253,-0.168458,-0.014357,0.286675,-0.030031,-0.087542,0.289880,-0.235828,0.104954,0.287270,-0.243132,0.019147,0.278215,-0.309072,-0.090388,0.286995,-0.095334,0.101371,0.288482,-0.097348,-0.014325,0.286717,-0.029811,-0.083128,0.285374,-0.240066,0.104697,0.287277,-0.243158,0.018854,0.278652,-0.309037,-0.090435,0.287386,-0.095006,0.101340,0.288266,-0.097328
15,0.125000,-0.101983,-0.132134,0.186322,0.005524,0.286306,-0.168453,-0.014391,0.286679,-0.030030,-0.087535,0.289976,-0.235841,0.104962,0.287332,-0.243108,0.019166,0.278318,-0.309068,-0.090409,0.287039,-0.095349,0.101350,0.288489,-0.097324,-0.014369,0.286685,-0.029863,-0.083183,0.285429,-0.240040,0.104646,0.287222,-0.243148,0.018911,0.278871,-0.308898,-0.090460,0.287421,-0.095025,0.101306,0.288347,-0.097366
16,0.133333,-0.091008,-0.136476,0.179113,0.005455,0.286305,-0.168502,-0.014470,0.286655,-0.030081,-0.087598,0.290000,-0.235896,0.104899,0.287333,-0.243150,0.019107,0.278343,-0.309118,-0.090483,0.287036,-0.095405,0.101276,0.288463,-0.097365,-0.014454,0.286671,-0.029951,-0.083135,0.285514,-0.239978,0.104611,0.287272,-0.243223,0.018788,0.278872,-0.308891,-0.090531,0.287420,-0.095102,0.101211,0.288279,-0.097396
17,0.141667,-0.126617,-0.124737,0.215119,0.005421,0.286215,-0.168555,-0.014476,0.286638,-0.030130,-0.087649,0.289809,-0.235933,0.104849,0.287259,-0.243224,0.019049,0.278173,-0.309169,-0.090503,0.286931,-0.095439,0.101255,0.288477,-0.097439,-0.014429,0.286632,-0.029948,-0.083053,0.285467,-0.239974,0.104567,0.287272,-0.243239,0.018725,0.278595,-0.309082,-0.090536,0.287371,-0.095133,0.101200,0.288290,-0.097426
18,0.150000,-0.131858,-0.122563,0.206517,0.005542,0.286166,-0.168477,-0.014349,0.286605,-0.030051,-0.087529,0.289769,-0.235851,0.104968,0.287188,-0.243149,0.019163,0.278110,-0.309090,-0.090378,0.286904,-0.095356,0.101380,0.288420,-0.097364,-0.014335,0.286605,-0.029840,-0.083105,0.285390,-0.240034,0.104707,0.287227,-0.243123,0.018833,0.278501,-0.309125,-0.090413,0.287350,-0.095007,0.101379,0.288217,-0.097332
19,0.158333,-0.112119,-0.135344,0.189282,0.005576,0.286146,-0.168410,-0.014346,0.286543,-0.029988,-0.087479,0.289800,-0.235803,0.105019,0.287164,-0.243059,0.019226,0.278134,-0.309022,-0.090361,0.286887,-0.095311,0.101398,0.288347,-0.097275,-0.014336,0.286599,-0.029800,-0.083185,0.285251,-0.240040,0.104721,0.287102,-0.243087,0.018935,0.278668,-0.308974,-0.090406,0.287238,-0.094983,0.101379,0.288161,-0.097237
20,0.166667,-0.085054,-0.137381,0.170025,0.005555,0.286221,-0.168448,-0.014372,0.286559,-0.030027,-0.087497,0.289938,-0.235844,0.105001,0.287241,-0.243094,0.019208,0.278271,-0.309065,-0.090384,0.286959,-0.095352,0.101375,0.288356,-0.097309,-0.014365,0.286605,-0.029843,-0.083119,0.285359,-0.239998,0.104662,0.287179,-0.243201,0.018962,0.278838,-0.308899,-0.090441,0.287342,-0.095044,0.101320,0.288189,-0.097342
21,0.175000,-0.102678,-0.134439,0.183801,0.005459,0.286201,-0.168521,-0.014461,0.286577,-0.030099,-0.087597,0.289875,-0.235912,0.104901,0.287222,-0.243172,0.019107,0.278211,-0.309135,-0.090476,0.286939,-0.095420,0.101283,0.288381,-0.097387,-0.014435,0.286587,-0.029951,-0.083119,0.285479,-0.239955,0.104569,0.287159,-0.243218,0.018792,0.278727,-0.308968,-0.090551,0.287336,-0.095133,0.101226,0.288238,-0.097427
22,0.183333,-0.142296,-0.127401,0.223777,0.005417,0.286263,-0.168574,-0.014486,0.286721,-0.030149,-0.087650,0.289825,-0.235956,0.104848,0.287301,-0.243238,0.019052,0.278185,-0.309184,-0.090510,0.286985,-0.095462,0.101248,0.288559,-0.097454,-0.014469,0.286674,-0.029944,-0.083168,0.285362,-0.239981,0.104582,0.287289,-0.243233,0.018744,0.278621,-0.309092,-0.090543,0.287473,-0.095141,0.101213,0.288408,-0.097489
23,0.191667,-0.134793,-0.130030,0.203628,0.005474,0.286253,-0.168521,-0.014436,0.286701,-0.030098,-0.087589,0.289857,-0.235908,0.104909,0.287267,-0.243181,0.019113,0.278189,-0.309132,-0.090456,0.287000,-0.095414,0.101302,0.288507,-0.097396,-0.014417,0.286693,-0.029914,-0.083141,0.285413,-0.240032,0.104660,0.287258,-0.243180,0.018783,0.278636,-0.309044,-0.090477,0.287434,-0.095098,0.101268,0.288334,-0.097406
24,0.200000,-0.094078,-0.135005,0.175726,0.005584,0.286205,-0.168420,-0.014338,0.286564,-0.029998,-0.087471,0.289902,-0.235812,0.105026,0.287223,-0.243070,0.019231,0.278234,-0.309036,-0.090353,0.286946,-0.095320,0.101406,0.288361,-0.097285,-0.014275,0.286578,-0.029804,-0.083108,0.285403,-0.240066,0.104769,0.287137,-0.243086,0.018945,0.278765,-0.308938,-0.090406,0.287301,-0.094995,0.101366,0.288202,-0.097277
25,0.208333,-0.093110,-0.137388,0.172959,0.005554,0.286249,-0.168434,-0.014373,0.286606,-0.030013,-0.087498,0.289951,-0.235830,0.105000,0.287263,-0.243080,0.019207,0.278280,-0.309049,-0.090385,0.286993,-0.095339,0.101374,0.288399,-0.097296,-0.014335,0.286654,-0.029859,-0.083169,0.285430,-0.240039,0.104712,0.287195,-0.243114,0.018904,0.278825,-0.308913,-0.090465,0.287357,-0.095036,0.101340,0.288247,-0.097313
26,0.216667,-0.140674,-0.124378,0.229480,0.005412,0.286314,-0.168561,-0.014484,0.286767,-0.030136,-0.087659,0.289869,-0.235939,0.104839,0.287365,-0.243231,0.019041,0.278242,-0.309173,-0.090511,0.287025,-0.095444,0.101246,0.288618,-0.097446,-0.014486,0.286757,-0.029942,-0.083161,0.285398,-0.240018,0.104578,0.287370,-0.243270,0.018728,0.278681,-0.309040,-0.090545,0.287474,-0.095130,0.101229,0.288434,-0.097464
27,0.225000,-0.143484,-0.123982,0.216895,0.005422,0.286292,-0.168562,-0.014472,0.286756,-0.030136,-0.087648,0.289864,-0.235939,0.104850,0.287317,-0.243232,0.019048,0.278210,-0.309173,-0.090500,0.287027,-0.095444,0.101258,0.288578,-0.097447,-0.014438,0.286748,-0.029961,-0.083176,0.285448,-0.240044,0.104598,0.287331,-0.243225,0.018709,0.278632,-0.309107,-0.090563,0.287474,-0.095128,0.101250,0.288393,-0.097435
28,0.233333,-0.111443,-0.127784,0.177675,0.005501,0.286192,-0.168481,-0.014404,0.286591,-0.030057,-0.087563,0.289865,-0.235862,0.104933,0.287191,-0.243144,0.019131,0.278179,-0.309096,-0.090427,0.286952,-0.095370,0.101332,0.288372,-0.097359,-0.014363,0.286606,-0.029884,-0.083245,0.285364,-0.240078,0.104661,0.287125,-0.243159,0.018859,0.278687,-0.308954,-0.090464,0.287318,-0.095036,0.101306,0.288181,-0.097364
29,0.241667,-0.102112,-0.123764,0.171291,0.005578,0.286158,-0.168422,-0.014316,0.286538,-0.029996,-0.087490,0.289853,-0.235796,0.105006,0.287159,-0.243092,0.019197,0.278167,-0.309039,-0.090344,0.286917,-0.095304,0.101415,0.288317,-0.097307,-0.014301,0.286579,-0.029808,-0.083189,0.285334,-0.240059,0.104753,0.287086,-0.243107,0.018872,0.278700,-0.308957,-0.090365,0.287263,-0.094991,0.101424,0.288156,-0.097280
30,0.250000,-0.115736,-0.128677,0.201131,0.005503,0.286261,-0.168440,-0.014403,0.286663,-0.030015,-0.087561,0.289891,-0.235822,0.104937,0.287295,-0.243101,0.019139,0.278243,-0.309053,-0.090425,0.286987,-0.095329,0.101333,0.288486,-0.097316,-0.014389,0.286666,-0.029818,-0.083127,0.285462,-0.240009,0.104661,0.287235,-0.243114,0.018843,0.278729,-0.308979,-0.090448,0.287388,-0.094992,0.101298,0.288341,-0.097329
